DISTRICT_ID,DISTRICTNAME_AR,DISTRICTNAME_EN,REGION_ID,CITY_ID
1302001020,الشفاء,Ash Shifa,13,1302001
1302001021,الغدير,Al Ghadir,13,1302001
1302001022,الجوهرة,Al Jawharah,13,1302001
1302001023,المصيف,Al Masif,13,1302001
1300002008,الهدا,Al Hada,13,1300002
1303001013,المروة,Al Marwah,13,1303001
1303001014,النزهة,An Nuzhah,13,1303001
1303001015,الخالدية,Al Khalidiyah,13,1303001
1303001016,الزيتون,Az Zaytun,13,1303001
1303001017,الروابي,Ar Rawabi,13,1303001
1303001018,الخزامى,Al Khuzama,13,1303001
1303001019,الربيع,Ar Rabie,13,1303001
1300002009,التلال,Al Talal,13,1300002
1300001001,العزيزية,Al Aziziyah,13,1300001
1300001002,الشعلة,Al Sholah,13,1300001
1300001003,البديعة,Al Badiah,13,1300001
1300001004,الصالحية,As Salhiyah,13,1300001
1300001005,الزهور,Al Zuhur,13,1300001
1300001006,النور,An Noor,13,1300001
1300001007,النخيل,Al Nakhil,13,1300001
1303001007,الجوهرة,Al Jawharah,13,1303001
1303001008,الواحة,Al Wahah,13,1303001
1303001009,السلام,As Salam,13,1303001
1303001010,المنتزة,Al Muntazah,13,1303001
1303001011,الشفاء,Ash Shifa,13,1303001
1303001012,الورود,Al Wurud,13,1303001
400087005,الصفاء,As Safa,4,400087
1303001022,الربوة,Ar Rabwah,13,1303001
1303001023,حدرج,Hadraj,13,1303001
1303001024,العزيزية,Al Aziziyah,13,1303001
1300002001,الريان,Ar Rayaan,13,1300002
1300002002,النزهة,An Nuzhah,13,1300002
1300002003,الربوة,Ar Rabwah,13,1300002
1302001001,التحكيم,At Tahkim,13,1302001
1302001002,غرب دومة الجندل,West Dawmat Al Jandal,13,1302001
1302001003,الغربي,Al Gharbi,13,1302001
1302001004,الوادي والبحيرات,Valley and Lakes,13,1302001
1302001005,الصفاة,Al Safat,13,1302001
1302001006,الملك فهد,King Fahd,13,1302001
1302001007,خذماء,Khazma,13,1302001
1302001008,العزيزية,Al Aziziyah,13,1302001
1302001010,الملك عبدالعزيز,King Abdulaziz,13,1302001
1302001011,الخالدية,Al Khalidiyah,13,1302001
1302001012,المروج,Al Muruj,13,1302001
1300002006,الفيصلية,Al Faisaliyah,13,1300002
1300002007,العزيزية,Al Aziziyah,13,1300002
1302001013,أصفان,Asfan,13,1302001
1302001015,السلام,As Salam,13,1302001
1302001016,الرديفة والرافعية,Ar Radifah and Ar Rafeiyah,13,1302001
1300001013,الجوهرة,Al Jawharah,13,1300001
1300001014,الغروب,Al Ghurub,13,1300001
1300001015,الصناعية,Industrial,13,1300001
1300001016,النهضة,An Nahdah,13,1300001
1300001017,الفرسان,Al Fursan,13,1300001
1300001018,العروبة,Al Urubah,13,1300001
1300001019,الشفاء,Ash Shifa,13,1300001
1303001020,النسيم,Al Naseem,13,1303001
1303001021,الصفاء,As Safa,13,1303001
1300001023,الياسمين,Al Yasmin,13,1300001
1300001024,الطوير,At Tuwair,13,1300001
1300001025,سلطانة,Sultanah,13,1300001
1300001026,الضاحية,Ad Dahiah,13,1300001
1300001027,الشعيب,Ash Shuaib,13,1300001
1300001028,الروابي,Ar Rawabi,13,1300001
1300001029,الفيصلية,Al Faisaliyah,13,1300001
1300001031,المطر,Al Matr,13,1300001
1300001032,الرواد,Ruwad,13,1300001
1300001033,أحد,Ohod,13,1300001
1300001034,الورود,Al Wurud,13,1300001
1300001035,السلام,As Salam,13,1300001
1300001036,السوق,As Suq,13,1300001
1300001037,الشلهوب,Ash Shalhub,13,1300001
1300001038,الرحمانية,Ar Rahmanyah,13,1300001
1300001040,الصفاء,As Safa,13,1300001
1300001041,الكوثر,Al Kawthar,13,1300001
1300001042,بدر,Badr,13,1300001
1300001043,التلال,Al Talal,13,1300001
1300001044,الياقوت,Al Yaqoot,13,1300001
1300001045,السنبلة,As Sunbulah,13,1300001
1300001046,المرجان,Al Murjan,13,1300001
1300001047,الظلال,Adh Dhilal,13,1300001
1300001048,اليمام,Al Yamam,13,1300001
1300001049,أجياد,Ajyad,13,1300001
1300001050,الرابية,Ar Rabiyah,13,1300001
1300001051,الضلع,Al Dila,13,1300001
1300001052,الروضة,Ar Rawdah,13,1300001
1300001053,الواحة,Al Wahah,13,1300001
1300001056,الربيع,Ar Rabie,13,1300001
1300001057,الصديق,As Sediq,13,1300001
1300001058,الريحان,Ar Raihan,13,1300001
1300001059,الندى,An Nada,13,1300001
1300001060,الزيتون,Az Zaytun,13,1300001
1300001061,الريان,Ar Rayaan,13,1300001
1300001062,الربوة,Ar Rabwah,13,1300001
1300001063,الغدير,Al Ghadir,13,1300001
1300001064,الناصرية,An Nasriyah,13,1300001
1300001065,النفل,An Nafl,13,1300001
900001001,غرناطة الشرقي,Eastern Ghirnatah,9,900001
900001002,الحرس الوطني,National Guard,9,900001
900001003,الشروق الاداري,Ash Shrouk Administrative,9,900001
900001004,النخيل الشمالي,Al Nakhil Northern,9,900001
900001005,ضاحية الملك فهد,Dahiyat Al Malik Fahd,9,900001
1300001008,الزهراء,Az Zahra,13,1300001
1300001009,السليمانية,As Sulaymaniyah,13,1300001
1300001010,الحزم,Al Hazm,13,1300001
1300001011,الجامعة,Al Jamiah,13,1300001
900001032,النهضة,An Nahdah,9,900001
900001033,الفنار,Al Fanar,9,900001
900001034,الارجوان الغربي,Al Arjiwan Al Gharbi,9,900001
900001035,الزهور,Al Zuhur,9,900001
900001036,السعادة,Al Saadah,9,900001
900001037,النور,An Noor,9,900001
900001038,الوئام,Al Wiam,9,900001
900001039,المهندسين,Al Muhandisin,9,900001
900001040,الياسمين,Al Yasmin,9,900001
900001007,الروابي,Ar Rawabi,9,900001
900001008,الاصداف,Al Asdaf,9,900001
900001009,الشامل,Al Shaamil,9,900001
900001010,الصناعية الأولى,1st Industrial,9,900001
900001011,الناصرية,An Nasriyah,9,900001
900001012,تلال عرعر,Talal Arar,9,900001
900001041,الرفاع,Ar Rifa,9,900001
900001043,القدس الشرقي,Eastern Al Quds,9,900001
900001044,النخيل الجنوبي,Al Nakhil Southern,9,900001
900001045,البساتين الاداري الشرقي,Al Basatin Eastern administrative,9,900001
900001046,الخالدية,Al Khalidiyah,9,900001
900001047,إشبيلية الشمالي,Ishbiliyah Northern,9,900001
900001048,الجامعة,Al Jamiah,9,900001
900001049,البراعم,Al Baraeim,9,900001
900001050,معيلة,Maeila,9,900001
900001051,هجرة ابن سعيد,Hijrat Ibn Saeid,9,900001
900001052,الصناعية الثانية,second industrial,9,900001
900001054,الفروسية,Al Frosyah,9,900001
900001055,المحمدية,Al Muhammadiyah,9,900001
900001056,الروضة,Ar Rawdah,9,900001
900001006,المروج الغربي,Al Muruj Al Gharbi,9,900001
1300001020,الشروق,Ash Shrouk,13,1300001
1300001021,النزهة,An Nuzhah,13,1300001
1300001022,الفاروق,Al Farouk,13,1300001
900001018,الفيصلية,Al Faisaliyah,9,900001
900001019,الريان,Ar Rayaan,9,900001
900001020,العزيزية,Al Aziziyah,9,900001
900001021,بدنة,Al Badanah,9,900001
900001022,المطار,Airport,9,900001
900001023,مشرف,Mishrif,9,900001
900001024,الجوهرة,Al Jawharah,9,900001
900001025,المساعدية,Al Misadiyah,9,900001
900001026,الصقار,As Sqaar,9,900001
900001027,قرطبة,Qurtubah,9,900001
900001028,تشليح السيارات,Auto Repair,9,900001
900001029,البساتين الاداري الغربي,Al Basatin Western administrative,9,900001
900001030,المباركية,Al Mubarkiah,9,900001
900001031,الشذا,Al Shadha,9,900001
900001058,المروج الشرقي,Al Muruj Al Sharqi,9,900001
900001059,القدس الغربي,Western Al Quds,9,900001
900001060,النسيم,Al Naseem,9,900001
900001061,الأمانة الاداري,Administrative Secretariat,9,900001
900001062,محجوزات ارمكو,Aramco Reservations,9,900001
900001063,التقنية,Al Tiqniya,9,900001
900001064,ام الضيان,Umm Al Dayan,9,900001
900001013,مدينة الانعام,Madinat Al Aineam,9,900001
900001014,الخليج العربي الشرقي,Eastern Arabian Gulf,9,900001
900001015,الصالحية,As Salhiyah,9,900001
900001016,المنصورية,Mansuriyah,9,900001
900001017,الربوة,Ar Rabwah,9,900001
400001073,الموطا,Al Mawta,4,400001
900001057,إشبيلية الجنوبي,Ishbiliyah Southern,9,900001
602001021,صوفان,Sufan,6,602001
602001022,الأمير سلطان,Prince Sultan,6,602001
602001023,الدحلة,Al Dihla,6,602001
602001024,الشفاء,Ash Shifa,6,602001
602001026,النزهة,An Nuzhah,6,602001
602001027,المدراء,Al Mudaraa,6,602001
602001028,المروة,Al Marwah,6,602001
602001029,الحيفة,Al Hifaa,6,602001
602001030,الخالدية والعزيزية,Al Khalidiyah and Aziziyah,6,602001
610002001,الباردة,Al Barida,6,610002
610002002,الصناعية,Industrial,6,610002
610002003,الروضة,Ar Rawdah,6,610002
610002004,المروة,Al Marwah,6,610002
400001090,الجنوب,Al Janub,4,400001
610002005,السليمانية,As Sulaymaniyah,6,610002
610002006,الضاحية,Ad Dahiah,6,610002
610002007,الفيصلية,Al Faisaliyah,6,610002
610247025,الزهراء,Az Zahra,6,610247
900001065,الخليج العربي الغربي,Western Arabian Gulf,9,900001
900001066,غرناطة الغربي,Western Ghirnatah,9,900001
900001067,الارجوان الشرقي,Al Arjiwan Al sharqi,9,900001
602001006,الحميمة و أبو خيال,Al Hamimat and Abu Khayal,6,602001
602001007,الربوة,Ar Rabwah,6,602001
602001008,الخزان,Al Khazzan,6,602001
602001009,النور,An Noor,6,602001
602001010,جميع,Jamie,6,602001
602001011,الريان,Ar Rayaan,6,602001
602001013,الشداخة,Al Shadaakha,6,602001
602001014,الحرف,Alharaf,6,602001
602001015,قرية المهدي,Qaryat Al Mahdi,6,602001
602001016,قنيع و النغيلة,Qanie and Al Naghila,6,602001
602001017,الحزامي و النغيلة,Al Hizami and  Al Naghila,6,602001
602001018,نمران,Namaran,6,602001
602001020,الأمير عبدالله,Prince Abdullah,6,602001
610247017,الخضراء,Al Khadraa,6,610247
602001019,المطار,Airport,6,602001
610247018,الخالدية,Al Khalidiyah,6,610247
610247019,الروابي,Ar Rawabi,6,610247
602001001,أحد,Ohod,6,602001
602001002,الهيشة,Al Hisha,6,602001
602001004,الصبيحي,Al Subayhi,6,602001
602001005,الحمة,Al Hima,6,602001
610002008,الخالدية,Al Khalidiyah,6,610002
610002009,النهضة,An Nahdah,6,610002
610002010,الشفاء,Ash Shifa,6,610002
610002011,الحمراء,Al Hamra,6,610002
610002012,الصفاء,As Safa,6,610002
610247002,الوادي,Al Wadi,6,610247
610247003,الشعلة,Al Sholah,6,610247
610247004,العليا,Al Olaya,6,610247
610247005,الواحة,Al Wahah,6,610247
610247006,الربيع,Ar Rabie,6,610247
610247007,الأمل,Al Amal,6,610247
610247009,السلطان,Al Sultan,6,610247
610247010,الفيصلية,Al Faisaliyah,6,610247
610247011,العزيزية,Al Aziziyah,6,610247
610247012,العروبة,Al Urubah,6,610247
610247013,الشاطئ,Ash Shati,6,610247
300001037,شظاة,Shizat,3,300001
610247014,الروضة,Ar Rawdah,6,610247
610247015,المنتزة,Al Muntazah,6,610247
610247016,الفهد,Al Fahd,6,610247
615001001,العزيزية,Al Aziziyah,6,615001
615001002,النسيم,Al Naseem,6,615001
615001004,المصايف,Al Masayif,6,615001
615001015,الشفاء,Ash Shifa,6,615001
615001016,الصناعية,Industrial,6,615001
603001001,السلام,As Salam,6,603001
603001002,الروابي,Ar Rawabi,6,603001
603001003,اليمامة,Al Yamamah,6,603001
610247026,النزهة,An Nuzhah,6,610247
615001005,الشلال,Ash Shalaal,6,615001
615001006,المستقبل,Al Mustaqbal,6,615001
615001007,الروضة,Ar Rawdah,6,615001
615001008,الروابي,Ar Rawabi,6,615001
615001009,الرحاب 2,Ar Rehab 2,6,615001
615001010,السلام,As Salam,6,615001
615001011,الرحاب,Ar Rehab,6,615001
615001012,الأمل,Al Amal,6,615001
615001013,الضباب,Al Dabab,6,615001
615001014,النهضة,An Nahdah,6,615001
610247020,الصفح,Al Safh,6,610247
1300001039,الهدا,Al Hada,13,1300001
610247021,الشرق,Ash Sharq,6,610247
610247022,الضباب,Al Dabab,6,610247
610247023,النسيم,Al Naseem,6,610247
610247033,الأندلس,Al Andalus,6,610247
610247034,السروات,As Sarawat,6,610247
610247035,الزهر,Al Zuhr,6,610247
610247036,السامر,As Samir,6,610247
610247037,السلام,As Salam,6,610247
610247038,السلامة,As Salamah,6,610247
603001024,البساتين,Al Basatin,6,603001
603001025,الضباب,Al Dabab,6,603001
603001026,الإزدهار,Al Izdihar,6,603001
610247027,النخيل,Al Nakhil,6,610247
610247028,البستان,Al Bustan,6,610247
400001124,السالمية,As Salmiya,4,400001
400001020,الأنوار,Al Anwar,4,400001
610247029,السنابل,As Sanabel,6,610247
610247030,النهضة,An Nahdah,6,610247
610247031,الشروق,Ash Shrouk,6,610247
610247032,الربوة,Ar Rabwah,6,610247
603001009,الشروق,Ash Shrouk,6,603001
603001010,الواحة,Al Wahah,6,603001
603001011,العزيزية,Al Aziziyah,6,603001
603001012,بلال,Bilal,6,603001
603001013,النزهة,An Nuzhah,6,603001
603001014,النسيم,Al Naseem,6,603001
404001001,الخليج,Al Khalij,4,404001
603001015,السروات,As Sarawat,6,603001
603001016,الشفاء,Ash Shifa,6,603001
603001017,الأندلس,Al Andalus,6,603001
603001018,المطل,Al Matl,6,603001
603001019,السد,As Sad,6,603001
603001020,الفاروق,Al Farouk,6,603001
603001021,المنتزة الشمالي,Al Muntazah Al Shamali,6,603001
603001022,الزهور,Al Zuhur,6,603001
400001052,الرابية,Ar Rabiyah,4,400001
400001047,مبروكة,Mabrukah,4,400001
603001023,التعاون,At Taawun,6,603001
600851003,الربوة,Ar Rabwah,6,600851
600851004,السروات,As Sarawat,6,600851
600851008,السلامة,As Salamah,6,600851
600851009,الربيع,Ar Rabie,6,600851
400001125,خب الجطيلي,Khub Al Jutaily,4,400001
600851005,النزهة,An Nuzhah,6,600851
400001143,النور,An Noor,4,400001
400001042,قرطبة,Qurtubah,4,400001
600851006,الخالدية,Al Khalidiyah,6,600851
600851007,المنتزة,Al Muntazah,6,600851
603001027,المنتزة الجنوبي,Al Muntazah Al Janubi,6,603001
603001028,نجد,Najd,6,603001
603001029,الفلاح,Al Falah,6,603001
603001004,النهضة,An Nahdah,6,603001
603001005,الرحاب,Ar Rehab,6,603001
603001006,الخليج,Al Khalij,6,603001
603001007,الصديق,As Sediq,6,603001
603001008,الفيصلية,Al Faisaliyah,6,603001
600851002,الزيتون,Az Zaytun,6,600851
604001023,الظهرة,Adh Dhahrah,6,604001
604001024,المنتزة,Al Muntazah,6,604001
604001025,الصناعية,Industrial,6,604001
604001026,الصفاء,As Safa,6,604001
613002001,المروج,Al Muruj,6,613002
613002002,الشهداء,Ashuhada,6,613002
600851010,العزيزية,Al Aziziyah,6,600851
600851011,الشفاء,Ash Shifa,6,600851
400001132,الضاحي الشرقي,Ad Dahi Al Sharqi,4,400001
603001030,المنار,Al Manar,6,603001
603001031,المروج,Al Muruj,6,603001
603001032,الربيع,Ar Rabie,6,603001
400001008,المعارض,Al Maarid,4,400001
603001034,الأمل,Al Amal,6,603001
600851001,البساتين,Al Basatin,6,600851
604001001,النسيم,Al Naseem,6,604001
604001002,الضرس,Ad Dirs,6,604001
604001003,المقاعد,Al Maqaiid,6,604001
604001004,النزهة,An Nuzhah,6,604001
604001005,الشهداء,Ashuhada,6,604001
604001007,الفيصلية,Al Faisaliyah,6,604001
604001008,الورود,Al Wurud,6,604001
604001009,القدس,Al Quds,6,604001
604001010,الوعد,Al Waad,6,604001
604001011,الياسمين,Al Yasmin,6,604001
603001033,الصناعية,Industrial,6,603001
604001012,النهضة,An Nahdah,6,604001
604001013,الحيلة الغربي,Al Haylah Al Gharbi,6,604001
604001014,الحيلة الشرقي,Al Haylah Ash Sharqi,6,604001
604001015,الزهور,Al Zuhur,6,604001
604001016,البصرة,Al Basrah,6,604001
400001048,الورود,Al Wurud,4,400001
604001017,الخالدية,Al Khalidiyah,6,604001
604001018,المروج,Al Muruj,6,604001
604001019,الدانة,Ad Danah ,6,604001
604001020,السلامة,As Salamah,6,604001
604001021,العزيزية,Al Aziziyah,6,604001
604001022,اليرموك,Al Yarmuk,6,604001
600851014,الورود,Al Wurud,6,600851
600851015,السلام,As Salam,6,600851
600851016,الريان,Ar Rayaan,6,600851
605001013,النهضة,An Nahdah,6,605001
605001014,الزيتون,Az Zaytun,6,605001
605001015,الشفاء,Ash Shifa,6,605001
608002001,الفرعين 2,Al Fareayn 2,6,608002
608002002,الفرعين 1,Al Fareayn 1,6,608002
608002003,الفرعين 4,Al Fareayn 4,6,608002
607698005,الخليج,Al Khalij,6,607698
607698006,الفيصلية,Al Faisaliyah,6,607698
605001001,النور,An Noor,6,605001
605001002,الخالدية,Al Khalidiyah,6,605001
605001003,مرحبين,Marhabin,6,605001
605001004,الربوة,Ar Rabwah,6,605001
605001005,الفهد,Al Fahd,6,605001
605001006,الروضة,Ar Rawdah,6,605001
605001007,المعارف,Al Maarif,6,605001
605001008,السلام,As Salam,6,605001
605001010,النخيل,Al Nakhil,6,605001
605001011,القدس,Al Quds,6,605001
605001012,الفتح,Al Fath,6,605001
1300002005,الفرسان,Al Fursan,13,1300002
613002004,الواحة,Al Wahah,6,613002
613002005,الحزم,Al Hazm,6,613002
600851012,السامر,As Samir,6,600851
600851013,الروضة,Ar Rawdah,6,600851
608002005,ال صمان,Al Samaan,6,608002
606001015,البدع,Al Bada,6,606001
120001018,النخيل,Al Nakhil,1,120001
609003013,الضباب,Al Dabab,6,609003
400001116,الربوة,Ar Rabwah,4,400001
609003015,الجنادرية,Al Janadriyah,6,609003
609003016,البوادي,Al Bawadi,6,609003
609003017,الملك عبدالعزيز,King Abdulaziz,6,609003
608002004,الفرعين 3,Al Fareayn 3,6,608002
608002006,التسامح,Al Tasamuh,6,608002
608002007,السامر,As Samir,6,608002
606001001,الخالدية,Al Khalidiyah,6,606001
606001002,الزهور,Al Zuhur,6,606001
606001003,الغزالة,Al Ghazalah,6,606001
400001053,الزرقاء,Al Zarqa,4,400001
606001005,الحمراء,Al Hamra,6,606001
606001006,ال سويدان,Al Suwaidan,6,606001
606001007,العزيزية,Al Aziziyah,6,606001
606001008,البديع,Al Badi,6,606001
606001009,الدائري الجنوبي,South Ring,6,606001
606001010,التعاون,At Taawun,6,606001
606001011,الدائري الشمالي,North Ring,6,606001
606001012,الصناعية,Industrial,6,606001
606001013,الدائري الغربي,Western Ring,6,606001
606001014,الملك عبدالله,King Abdullah,6,606001
613002006,الوادي,Al Wadi,6,613002
613002007,النهود,An Nahud,6,613002
613002008,الربيع,Ar Rabie,6,613002
607698001,العدالة,Al Adalah,6,607698
400001129,خضيراء الجنوبية,Khadira Al Janubiyah,4,400001
607698002,النهضة,An Nahdah,6,607698
607698003,الخالدية,Al Khalidiyah,6,607698
607698004,الروضة,Ar Rawdah,6,607698
609003001,الربيع,Ar Rabie,6,609003
609003002,البستان,Al Bustan,6,609003
110008002,مخطط رقم 258,Subdivision No. 258,1,110008
609003003,الروابي,Ar Rawabi,6,609003
609003004,الفيصلية,Al Faisaliyah,6,609003
609003005,العرين,Al Arin,6,609003
609003006,الرحيب,Ar Raheeb,6,609003
609003007,القدس,Al Quds,6,609003
609003008,النخيل,Al Nakhil,6,609003
609003009,السلام,As Salam,6,609003
609003010,البلد,Al Balad,6,609003
609003011,الورود,Al Wurud,6,609003
612001001,الصناعية,Industrial,6,612001
612001002,الصفاء,As Safa,6,612001
612001003,التعاون,At Taawun,6,612001
612001006,المنهل,Al Manhal,6,612001
612001007,النزهة,An Nuzhah,6,612001
612001008,الروضة,Ar Rawdah,6,612001
612001009,الملك فهد,King Fahd,6,612001
612001010,المروج,Al Muruj,6,612001
600001013,السمر,As Samar,6,600001
400001070,القويع,Al Quwaie,4,400001
400001120,الوسيع,Al Wasie,4,400001
400001118,المتينيات,Al Mateeniyat,4,400001
400001139,الهدية الجنوبية,Al Hadyah Al Janubiyah,4,400001
612001011,العروبة,Al Urubah,6,612001
612001012,النسيم,Al Naseem,6,612001
612001013,الخالدية,Al Khalidiyah,6,612001
612001014,الفاخرية,Al Fakhriyah,6,612001
612001005,النهضة,An Nahdah,6,612001
600001011,المروة,Al Marwah,6,600001
600001012,الكوثر,Al Kawthar,6,600001
400001040,الروضة,Ar Rawdah,4,400001
400001094,الجراد,Al Jarad,4,400001
400001103,وهطان,Wahtan,4,400001
400001069,القادسية,Al Qadisiyah,4,400001
609003018,الصناعية,Industrial,6,609003
609003019,النهضة,An Nahdah,6,609003
400001098,خب البريدي,Khub Al Buraydi,4,400001
609003020,الربوة,Ar Rabwah,6,609003
609003021,الملحة,Al Muliha,6,609003
609003022,التعاون,At Taawun,6,609003
609003023,التضامن,Al Tadamun,6,609003
600001001,الخزام,Al Khuzam,6,600001
600001002,الياسمين,Al Yasmin,6,600001
600001003,المسك,Al Misk,6,600001
600001004,الفل,Al Fal,6,600001
400001046,النزهة,An Nuzhah,4,400001
606001016,المنطقة الصناعية,Industrial Area,6,606001
606001017,الخزان,Al Khazzan,6,606001
606001018,الفاخرية,Al Fakhriyah,6,606001
600001038,الخالدية,Al Khalidiyah,6,600001
600001039,الورود,Al Wurud,6,600001
600001040,سلطانة,Sultanah,6,600001
600001014,السدر,Al Sudr,6,600001
600001015,القطائف,Al Qatayif,6,600001
600001016,الريحان,Ar Raihan,6,600001
400001033,الإزدهار,Al Izdihar,4,400001
600001017,المقضي,Al Maqdi,6,600001
600001019,تمنية,Tamnia,6,600001
600001020,الموسم,Al Mawsim,6,600001
400001071,المرقب,Al Marqab,4,400001
600001021,دلغان,Delgan,6,600001
600001022,الرمان,Al Rumaan,6,600001
600001024,الفرعاء,Al Furaea,6,600001
600001006,الياقوت,Al Yaqoot,6,600001
